name,nickname,score,count,platform,date,dna,company,tag,url,img
炮艇 X,Gunship X,-1.0,-1,"['PSV', 'PS4']",2014-05-08,['射击'],Hidden Elephant,['射击'],https://www.vgtime.com/game/1095.jhtml,https://img01.vgtime.com/photo/web/151014172103372.jpg
疯狂攀登者,Crazy Climber,-1.0,-1,['PS4'],2014-05-15,['动作'],Nichibutsu,['动作'],https://www.vgtime.com/game/70.jhtml,https://img01.vgtime.com/photo/web/150925171847549.jpg
尖叫猫咪与他的卧轨小伙伴,Scram Kitty and His Buddy on Rails,-1.0,-1,['WiiU'],2014-05-15,"['平台', '射击']",Dakko Dakko,"['平台', '射击']",https://www.vgtime.com/game/781.jhtml,https://img01.vgtime.com/photo/web/151009181915983.jpg
限界凸记 萌萌编年史,Genkai Totsuki Moero Chronicle,7.4,30,"['PC', 'PSV']",2014-05-15,"['角色扮演', '育成']",Idea Factory,"['角色扮演', '育成']",https://www.vgtime.com/game/1273.jhtml,https://img01.vgtime.com/photo/web/150501002749348.jpg
糖果匹配3,Candy Match 3,-1.0,-1,['3DS'],2014-05-15,['益智'],Sanuk Games,['益智'],https://www.vgtime.com/game/1902.jhtml,https://img01.vgtime.com/photo/web/150424122312589.jpg
兽人袭击,Orc Attack: Flatulent Rebellion,-1.0,-1,"['PC', 'X360', 'PSV', 'PS3']",2014-05-15,['动作'],Casual Brothers,['动作'],https://www.vgtime.com/game/1334.jhtml,https://img01.vgtime.com/photo/web/15102015090247.jpg
皇牌空战 无限,Ace Combat Infinity,-1.0,-1,['PS3'],2014-05-20,"['模拟', '射击']",Bandai Namco,"['模拟', '射击']",https://www.vgtime.com/game/3447.jhtml,https://img01.vgtime.com/photo/web/150521175746109.jpg
职业进化足球2014 蓝色武士的挑战,Winning Eleven Playmaker 2014 - Aoki Samurai no Chousen,-1.0,-1,"['3DS', 'PSP', 'PS3']",2014-05-22,['体育'],Konami,['体育'],https://www.vgtime.com/game/2310.jhtml,https://img01.vgtime.com/photo/web/150714122854200.jpg
看门狗,Watch Dogs,7.7,983,"['PC', 'WiiU', 'X360', 'XBone', 'PS3', 'PS4']",2014-05-27,"['动作', '沙箱', '冒险']",Ubisoft,"['动作', '沙箱', '冒险']",https://www.vgtime.com/game/392.jhtml,https://img01.vgtime.com/photo/web/150424202031292.jpg
灵魂原点,Mind Zero,-1.0,-1,"['PC', 'PSV']",2014-05-27,['角色扮演'],Acquire,['角色扮演'],https://www.vgtime.com/game/1263.jhtml,https://img01.vgtime.com/photo/web/151019140453935.jpg
单色调,Monochroma,-1.0,-1,"['PC', 'PS4']",2014-05-28,['平台'],Nowhere Studios,['平台'],https://www.vgtime.com/game/209.jhtml,https://img01.vgtime.com/photo/web/150421182620802.png
机动战士高达 外传合集,機動戦士ガンダム サイドストーリーズ,6.1,10,['PS3'],2014-05-29,['动作'],Bandai Namco,['动作'],https://www.vgtime.com/game/529.jhtml,https://img01.vgtime.com/photo/web/150714123856834.jpg
马里奥赛车8,Mario Kart 8,9.0,350,['WiiU'],2014-05-29,['竞速'],Bandai Namco,['竞速'],https://www.vgtime.com/game/746.jhtml,https://img01.vgtime.com/photo/web/150428140356308.jpg
超女神信仰诺瓦露：激神黑心,超女神信仰ノーワル：激神ブラックハート,-1.0,-1,['PSV'],2014-05-29,"['策略', '角色扮演']",Compile Heart,"['策略', '角色扮演']",https://www.vgtime.com/game/1132.jhtml,https://img01.vgtime.com/photo/web/150430150515476.jpg
圣灵之心3 加强版,Arcana Heart 3: Love Max!!!!!,-1.0,-1,"['X360', 'PSV', 'PS3']",2014-05-29,['格斗'],Examu,['格斗'],https://www.vgtime.com/game/859.jhtml,https://img01.vgtime.com/photo/web/150429111538927.jpg
跟大姐姐一起做吧！+,もっと姉、ちゃんとしようよっ! +PLUS,-1.0,-1,"['PSP', 'PSV']",2014-05-29,"['文字', '冒险']",Candy Soft,"['文字', '冒险']",https://www.vgtime.com/game/1287.jhtml,https://img01.vgtime.com/photo/web/151019175052428.jpg
星光开端,Starlight Inception,-1.0,-1,"['PC', 'PSV']",2013-09-30,['模拟'],Escape Hatch Entertainment,['模拟'],https://www.vgtime.com/game/1511.jhtml,https://img01.vgtime.com/photo/web/15102117384749.jpg
轰隆隆口袋妖怪U,Pokémon Rumble U,-1.0,-1,['WiiU'],2013-04-24,"['动作', '角色扮演']",Ambrella,"['动作', '角色扮演']",https://www.vgtime.com/game/768.jhtml,https://img01.vgtime.com/photo/web/150429235443522.jpg
超级口袋妖怪乱战,スーパーポケモンスクラン,-1.0,-1,['3DS'],2011-07-28,['角色扮演'],Ambrella,['角色扮演'],https://www.vgtime.com/game/1780.jhtml,https://img01.vgtime.com/photo/web/150421204356746.jpg
尼特的故事 地下探险,Knytt Underground,-1.0,-1,"['PC', 'WiiU', 'PSV', 'PS3']",2013-12-19,"['平台', '冒险']",Nifflas Games,"['平台', '冒险']",https://www.vgtime.com/game/176.jhtml,https://img01.vgtime.com/photo/web/150928145137792.jpg
女生风格 欲望宣言,Style Savvy: Trendsetters,-1.0,-1,['3DS'],2012-09-27,['模拟'],Syn Sophia,['模拟'],https://www.vgtime.com/game/1744.jhtml,https://img01.vgtime.com/photo/web/150923113604380.jpg
再见 海腹川背,さよなら 海腹川背,-1.0,-1,['3DS'],2013-06-20,['动作'],Agatsuma Entertainment,['动作'],https://www.vgtime.com/game/2965.jhtml,https://img01.vgtime.com/photo/web/150916181501674.jpg
公主密码,Code of Princess,-1.0,-1,['3DS'],2012-04-19,['动作'],Agatsuma Entertainment,['动作'],https://www.vgtime.com/game/1862.jhtml,https://img01.vgtime.com/photo/web/15092213363314.jpg
愤怒的小鸟 三部曲,Angry Birds Trilogy,-1.0,-1,"['3DS', 'Wii', 'WiiU', 'X360', 'PS3']",2012-09-25,['益智'],Rovio Entertainment,['益智'],https://www.vgtime.com/game/1874.jhtml,https://img01.vgtime.com/photo/web/150922154958630.jpg
模拟山羊,Goat Simulator,6.5,360,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-04-01,"['动作', '模拟', '独立']",Coffee Stain Studios,"['动作', '模拟', '独立', '好']",https://www.vgtime.com/game/130.jhtml,https://img01.vgtime.com/photo/web/150508111449631.jpg
美国职业棒球大联盟 14,MLB 14: The Show,-1.0,-1,"['PSV', 'PS3', 'PS4']",2014-04-01,['体育'],Sony Interactive Entertainment,['体育'],https://www.vgtime.com/game/1269.jhtml,https://img01.vgtime.com/photo/web/150923151134885.jpg
舞力全开Wii U,Just Dance Wii U,-1.0,-1,['WiiU'],2014-04-03,['音乐'],Ubisoft,['音乐'],https://www.vgtime.com/game/740.jhtml,https://img01.vgtime.com/photo/web/150429230314929.jpg
神秘视线 乌鸦赫斯特庄园,Mystery Case Files: Ravenhearst,-1.0,-1,['3DS'],2014-04-03,"['解谜', '冒险']",Big Fish Games,"['解谜', '冒险']",https://www.vgtime.com/game/1795.jhtml,https://img01.vgtime.com/photo/web/150922174038847.jpg
自然法则,Natural Doctrine,-1.0,-1,"['PSV', 'PS3', 'PS4']",2014-04-03,"['策略', '角色扮演']",Kadokawa Games,"['策略', '角色扮演']",https://www.vgtime.com/game/1298.jhtml,https://img01.vgtime.com/photo/web/150501184706450.jpg
神秘视线 恐怖丛林,Mystery Case Files: Dire Grove,-1.0,-1,['3DS'],2014-04-03,"['解谜', '冒险']",Big Fish Games,"['解谜', '冒险']",https://www.vgtime.com/game/1796.jhtml,https://img01.vgtime.com/photo/web/150922173025586.jpg
兄贵力量,Broforce,8.4,346,"['PC', 'PSV', 'PS4']",2014-04-07,['射击'],Free Lives,"['射击', '爽']",https://www.vgtime.com/game/558.jhtml,https://img01.vgtime.com/photo/web/150929165921109.jpg
强袭装甲零式 导演剪辑版,Strike Suit Zero:Director's Cut,-1.0,-1,"['PC', 'XBone', 'PS4']",2014-04-08,"['动作', '模拟']",Born Ready Games,"['动作', '模拟']",https://www.vgtime.com/game/332.jhtml,
Kinect 体育竞技,Kinect Sports Rivals,7.8,36,['XBone'],2014-04-08,['体育'],Microsoft,['体育'],https://www.vgtime.com/game/444.jhtml,https://img01.vgtime.com/photo/web/15043011041389.jpg
第3次超级机器人大战Z 时狱篇,第3次スーパーロボット大戦Z 时狱篇,8.5,180,"['PSV', 'PS3']",2014-04-10,"['策略', '角色扮演']",Bandai Namco,"['策略', '角色扮演']",https://www.vgtime.com/game/829.jhtml,https://img01.vgtime.com/photo/web/150513165347146.jpg
蜡笔小新：呼风唤雨春日部电影明星,クレヨンしんちゃん 嵐を呼ぶ カスカベ映画スターズ！,-1.0,-1,['3DS'],2014-04-10,"['动作', '角色扮演']",Bandai Namco,"['动作', '角色扮演']",https://www.vgtime.com/game/1912.jhtml,https://img01.vgtime.com/photo/web/150427134941599.jpg
西洋双陆棋,Backgammon Blitz,-1.0,-1,['PS4'],2014-04-15,['益智'],VooFoo Studios,['益智'],https://www.vgtime.com/game/630.jhtml,https://img01.vgtime.com/photo/web/150930145417830.jpg
FIFA世界杯2014,2014 FIFA World Cup Brazil,-1.0,-1,"['X360', 'PS3']",2014-04-15,['体育'],EA,['体育'],https://www.vgtime.com/game/2307.jhtml,https://img01.vgtime.com/photo/web/150714114003762.jpg
恶魔凝视,Demon Gaze,-1.0,-1,['PSV'],2014-04-22,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/960.jhtml,https://img01.vgtime.com/photo/web/151013170945343.jpg
巨大损伤HD,Cel Damage HD,-1.0,-1,"['Xbox', 'PSV', 'PS3', 'PS4']",2014-04-22,['竞速'],Finish Line Games,['竞速'],https://www.vgtime.com/game/57.jhtml,https://img01.vgtime.com/photo/web/15092513301079.jpg
名侦探柯南 幻影狂想曲,名探偵コナン ファントム狂詩曲,-1.0,-1,['3DS'],2014-04-17,"['文字', '冒险']",Bandai Namco,"['文字', '冒险']",https://www.vgtime.com/game/2308.jhtml,https://img01.vgtime.com/photo/web/150714114541559.jpg
创世的神迹,Infinità Strada,-1.0,-1,['PSV'],2014-04-22,['卡牌'],Office 5656,['卡牌'],https://www.vgtime.com/game/1145.jhtml,
怪物猎人：边境G Genuine,Monster Hunter: Frontier G Genuine,-1.0,-1,"['PC', 'WiiU', 'X360', 'PSV', 'PS3']",2014-04-23,"['动作', '角色扮演']",CAPCOM,"['动作', '角色扮演']",https://www.vgtime.com/game/213.jhtml,https://img01.vgtime.com/photo/web/150421200042775.jpg
最终幻想节奏剧场:谢幕,シアトリズム ファイナルファンタジーカーテンコール,7.8,24,['3DS'],2014-04-24,['音乐'],Square Enix,['音乐'],https://www.vgtime.com/game/1734.jhtml,https://img01.vgtime.com/photo/web/150425183520372.jpg
血饮狂刀,Draw Slasher,-1.0,-1,['PSV'],2014-04-24,['动作'],Mass Creation,['动作'],https://www.vgtime.com/game/991.jhtml,https://img01.vgtime.com/photo/web/151014111108283.jpg
冒险岛 命运的少女,メイプルストーリー 运命の少女,7.4,16,['3DS'],2014-04-24,"['动作', '角色扮演']",NEXON,"['动作', '角色扮演']",https://www.vgtime.com/game/2309.jhtml,https://img01.vgtime.com/photo/web/150714115831639.jpg
"现在就想告诉哥哥,我是妹妹!",いますぐおにいちゃんにいもうとだっていいたい!,-1.0,-1,['PSV'],2014-04-24,"['文字', '冒险']",Fairys,"['文字', '冒险']",https://www.vgtime.com/game/1140.jhtml,https://img01.vgtime.com/photo/web/150430183750647.jpg
星球大战弹珠台：英雄,Star Wars Pinball: Heroes Within,-1.0,-1,['X360'],2014-04-29,['益智'],Zen Studios,['益智'],https://www.vgtime.com/game/323.jhtml,https://img01.vgtime.com/photo/web/150425123124415.jpg
光之子,Child of Light,8.2,756,"['PC', 'WiiU', 'X360', 'XBone', 'PSV', 'PS3', 'PS4', 'Switch']",2014-04-29,['角色扮演'],Ubisoft,['角色扮演'],https://www.vgtime.com/game/60.jhtml,https://img01.vgtime.com/photo/web/150428183149194.png
日光,Daylight,-1.0,-1,"['PC', 'PS4']",2014-04-29,"['动作', '生存', '恐怖']",Zombie Studios,"['动作', '生存', '恐怖']",https://www.vgtime.com/game/561.jhtml,https://img01.vgtime.com/photo/web/150428160027138.jpg
饥饿的长颈鹿,Hungry Giraffe,-1.0,-1,"['PSP', 'PSV']",2012-02-07,['动作'],Laughing Jackal,['动作'],https://www.vgtime.com/game/1127.jhtml,https://img01.vgtime.com/photo/web/151015155213610.png
OMG 僵尸,OMG HD Zombies!,-1.0,-1,['PSP'],2013-06-19,['动作'],Laughing Jackal,['动作'],https://www.vgtime.com/game/1326.jhtml,https://img01.vgtime.com/photo/web/151020150128176.jpg
迈阿密热线,Hotline Miami,7.8,124,"['PC', 'PSV', 'PS3', 'PS4']",2013-06-25,"['动作', '射击']",Dennaton Games,"['动作', '射击']",https://www.vgtime.com/game/581.jhtml,https://img01.vgtime.com/photo/web/150427223148604.jpg
但丁的地狱,Dante's Inferno,7.5,317,"['X360', 'PSP', 'PS3']",2010-02-05,"['动作', '冒险', '第三人称']",Visceral Games,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/3803.jhtml,https://img01.vgtime.com/game/cover/2018/07/18/180718113220897.jpg
死亡空间 血统,Dead Space: Extraction,-1.0,-1,['Wii'],2009-09-29,['射击'],Visceral Games,['射击'],https://www.vgtime.com/game/2532.jhtml,https://img01.vgtime.com/photo/web/150729165846786.jpg
星球大战（未命名游戏）,Star Wars Untitled Game,-1.0,-1,"['XBone', 'PS4']",1970-01-01,"['动作', '冒险', '第三人称']",Visceral Games,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/325.jhtml,
水果忍者Kinect,Fruit Ninja Kinect,7.3,13,"['X360', 'PSV']",2011-08-10,"['动作', '体感']",Halfbrick,"['动作', '体感']",https://www.vgtime.com/game/1059.jhtml,https://img01.vgtime.com/photo/web/1504251710069.jpg
僵尸时代,Age of Zombies,-1.0,-1,"['PSP', 'PSV']",2010-02-25,"['动作', '冒险']",BlitWorks,"['动作', '冒险']",https://www.vgtime.com/game/843.jhtml,https://img01.vgtime.com/photo/web/151012143737118.jpg
尼克利谜题4:数独,Nikoli no Puzzle 4: Sudoku,-1.0,-1,['PS4'],2014-02-22,['益智'],Hamster Corporation,['益智'],https://www.vgtime.com/game/531.jhtml,
秘密基地建设3D,Azito 3D,-1.0,-1,['3DS'],2011-10-13,['策略'],Astec 21,['策略'],https://www.vgtime.com/game/1885.jhtml,https://img01.vgtime.com/photo/web/150922143743850.jpg
尼克利数独V,Nikoli no Puzzle V,-1.0,-1,['PSV'],2013-07-30,['益智'],Hamster Corporation,['益智'],https://www.vgtime.com/game/1684.jhtml,
忍者茶茶丸 樱花公主和火龙的秘密,忍者じゃじゃ丸くん さくら姫と火龙のひみつ,-1.0,-1,['3DS'],2013-06-20,['动作'],Hamster Corporation,['动作'],https://www.vgtime.com/game/2964.jhtml,https://img01.vgtime.com/photo/web/150916181012792.jpg
音乐瘦身,Fit Music,-1.0,-1,"['Wii', 'WiiU']",2012-09-30,['健身'],Reward Studios,['健身'],https://www.vgtime.com/game/723.jhtml,https://img01.vgtime.com/photo/web/151009150155440.jpg
陨石防御者 AR,PulzAR,-1.0,-1,['PSV'],2012-08-23,['益智'],XDev,['益智'],https://www.vgtime.com/game/1379.jhtml,https://img01.vgtime.com/photo/web/150430190222732.jpg
大众脑锻炼,Smart as...,-1.0,-1,['PSV'],2012-10-30,['益智'],XDev,['益智'],https://www.vgtime.com/game/1490.jhtml,https://img01.vgtime.com/photo/web/15102116260841.jpg
星际旅行,Drifter,-1.0,-1,['PS4'],2014-03-04,"['动作', '沙箱']",Celsius Game Studios,"['动作', '沙箱']",https://www.vgtime.com/game/565.jhtml,https://img01.vgtime.com/photo/web/150929171149190.jpg
荒芜星球,Lifeless Planet,-1.0,-1,"['PC', 'XBone']",2014-03-06,"['动作', '冒险']",Stage 2 Studios,"['动作', '冒险']",https://www.vgtime.com/game/489.jhtml,https://img01.vgtime.com/photo/web/150502204159443.jpg
方块跌落U,Blok Drop U,-1.0,-1,['WiiU'],2014-03-06,['益智'],RCMADIAX,['益智'],https://www.vgtime.com/game/693.jhtml,https://img01.vgtime.com/photo/web/151008170918433.jpg
哆啦A梦 新·大雄的大魔境 蓓可与5人的冒险队,ドラえもん 新・のび太の大魔境～ペコと5人の探検隊～,-1.0,-1,['3DS'],2014-03-06,['动作'],FuRyu,['动作'],https://www.vgtime.com/game/2301.jhtml,https://img01.vgtime.com/photo/web/150713213244972.jpg
激流快艇2,Riptide GP2,-1.0,-1,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-03-07,['竞速'],Vector Unit,['竞速'],https://www.vgtime.com/game/281.jhtml,https://img01.vgtime.com/photo/web/150928173317807.jpg
静籁永恒 献给新生之星的祈祷之诗,アルノサージュ ～生まれいずる星へ祈る詩～,-1.0,-1,['PS3'],2014-03-06,['角色扮演'],Gust,['角色扮演'],https://www.vgtime.com/game/2302.jhtml,https://img01.vgtime.com/photo/web/150713213759347.jpg
炉石传说,Hearthstone: Heroes of Warcraft,8.0,543,"['PC', 'Android', 'iOS']",2014-03-11,"['策略', '卡牌', '竞技']",Blizzard,"['策略', '卡牌', '竞技', 'TCG', '暴雪游戏']",https://www.vgtime.com/game/10266.jhtml,https://img01.vgtime.com/game/cover/2017/05/02/17050216282738.jpg
塔倒 升天,TowerFall Ascension,-1.0,-1,"['PC', 'PS4', 'Switch']",2014-03-11,['动作'],Matt Thorson,['动作'],https://www.vgtime.com/game/371.jhtml,https://img01.vgtime.com/photo/web/150426102933847.png
海盗防御 北方威胁,Fort Defense North Menace,-1.0,-1,['PSV'],2014-03-11,['策略'],8 Floor Games,['策略'],https://www.vgtime.com/game/1053.jhtml,https://img01.vgtime.com/photo/web/1510141520444.jpg
重力漫游,Constant C,-1.0,-1,['X360'],2014-03-12,"['动作', '平台']",MAGES.,"['动作', '平台']",https://www.vgtime.com/game/2334.jhtml,https://img01.vgtime.com/photo/web/150715194616852.jpg
新耀西岛,Yoshi's New Island,7.4,16,['3DS'],2014-03-14,"['动作', '平台']",Arzest,"['动作', '平台']",https://www.vgtime.com/game/1727.jhtml,https://img01.vgtime.com/photo/web/150425123614425.jpg
刃 忍者龙剑传Z,YAIBA: NINJA GAIDEN Z,5.6,58,"['X360', 'PS3']",2014-03-18,['动作'],Koei Tecmo,['动作'],https://www.vgtime.com/game/2303.jhtml,https://img01.vgtime.com/photo/web/150713214651376.jpg
孤胆枪手,Alien shooter,-1.0,-1,['PSV'],2014-03-19,['射击'],Sigma Team,['射击'],https://www.vgtime.com/game/849.jhtml,
Jump全明星乱斗+,J-Stars Victory VS Plus,6.2,101,"['PSV', 'PS3', 'PS4']",2014-03-19,['格斗'],Spike Chunsoft,['格斗'],https://www.vgtime.com/game/1153.jhtml,https://img01.vgtime.com/photo/web/150430200516257.jpg
时间复仇者,Time Avenger,-1.0,-1,"['3DS', 'PSV', 'PS4']",2014-03-19,['动作'],CoreCell Technology,['动作'],https://www.vgtime.com/game/3618.jhtml,https://img01.vgtime.com/photo/web/160419152113566.jpg
信长之野望ONLINE：天下梦幻之章,信長の野望Online,-1.0,-1,"['PC', 'PS4']",2014-03-19,"['策略', '角色扮演']",Koei Tecmo,"['策略', '角色扮演']",https://www.vgtime.com/game/591.jhtml,https://img01.vgtime.com/photo/web/150427211728683.jpg
国际象棋,Pure Chess,-1.0,-1,"['3DS', 'WiiU', 'PSV', 'PS3', 'PS4']",2014-03-20,['益智'],VooFoo Studios,['益智'],https://www.vgtime.com/game/265.jhtml,https://img01.vgtime.com/photo/web/150928133536786.jpg
超次次元游戏：海王星 重生2 姐妹世纪,Hyperdimension Neptunia Re;Birth 2: Sisters Generation,8.5,24,"['PC', 'PSV', 'PS3']",2014-03-20,['角色扮演'],Compile Heart,['角色扮演'],https://www.vgtime.com/game/1134.jhtml,https://img01.vgtime.com/photo/web/150430152929789.jpg
职业棒球之魂 2014,Pro Yakyuu Spirits 2014,-1.0,-1,"['PSP', 'PSV', 'PS3']",2014-03-20,['体育'],Konami,['体育'],https://www.vgtime.com/game/1371.jhtml,https://img01.vgtime.com/photo/web/151020171347850.jpg
闪乱神乐：忍乳负重,Senran Kagura: Bon Appétit!,7.4,25,"['PC', 'PSV']",2014-03-20,['音乐'],Meteorise,['音乐'],https://www.vgtime.com/game/1462.jhtml,https://img01.vgtime.com/photo/web/150428002013377.jpg
英雄银行,ヒーローバンク,-1.0,-1,['3DS'],2014-03-20,['角色扮演'],SEGA,['角色扮演'],https://www.vgtime.com/game/2304.jhtml,https://img01.vgtime.com/photo/web/150714102711907.jpg
坎贝拉猎人：职业狩猎,Cabela's Big Game Hunter: Pro Hunts,-1.0,-1,"['PC', 'WiiU', 'X360', 'PS3']",2014-03-25,"['主视角', '射击']",Cauldron,"['主视角', '射击']",https://www.vgtime.com/game/47.jhtml,https://img01.vgtime.com/photo/web/150428182945333.jpg
索尼子 更亲密互动,モット! ソニコミ,-1.0,-1,['PS3'],2014-03-20,"['文字', '冒险']",Kadokawa Games,"['文字', '冒险']",https://www.vgtime.com/game/2305.jhtml,https://img01.vgtime.com/photo/web/150714104031910.jpg
越野摩托:官方越野赛,MXGP: The Official Motocross Videogame,-1.0,-1,"['PC', 'X360', 'PSV', 'PS3', 'PS4']",2014-03-21,['竞速'],Milestone S.r.l.,['竞速'],https://www.vgtime.com/game/1295.jhtml,
二者抉一,Ether One,-1.0,-1,['PS4'],2014-03-25,"['解谜', '冒险', '主视角']",White Paper Games,"['解谜', '冒险', '主视角']",https://www.vgtime.com/game/568.jhtml,https://img01.vgtime.com/photo/web/150929172159835.jpg
山羊逃脱2,Escape Goat 2,-1.0,-1,['PS4'],2014-03-24,"['解谜', '平台']",MagicalTimeBean,"['解谜', '平台']",https://www.vgtime.com/game/567.jhtml,https://img01.vgtime.com/photo/web/150929171619865.jpg
割绳子 三合一,Cut the Rope:Triple Treat,-1.0,-1,['3DS'],2014-03-25,['益智'],Fun Labs,['益智'],https://www.vgtime.com/game/1914.jhtml,https://img01.vgtime.com/photo/web/150427135859922.jpg
卡利布尔10系列竞速赛,Calibre 10 Racing Series,-1.0,-1,"['PC', 'XBone']",2014-03-26,['竞速'],Hesaw,['竞速'],https://www.vgtime.com/game/49.jhtml,https://img01.vgtime.com/photo/web/150925161523301.jpg
薄樱鬼SSL 甜蜜校园生活,薄桜鬼SSL ~sweet school life~,-1.0,-1,['PSV'],2014-03-27,"['文字', '冒险']",Idea Factory,"['文字', '冒险']",https://www.vgtime.com/game/1099.jhtml,https://img01.vgtime.com/photo/web/150428211323231.jpg
爱夏的工作室加强版：黄昏大地之炼金术士,Atelier Ayesha Plus: The Alchemist of Dusk,8.4,21,"['PSV', 'PS3']",2014-03-27,['角色扮演'],Gust,['角色扮演'],https://www.vgtime.com/game/867.jhtml,https://img01.vgtime.com/photo/web/150430162536969.jpg
青春纪行 生动回忆,Golden Time: Vivid Memories,-1.0,-1,['PSV'],2014-03-27,"['文字', '冒险']",Kadokawa Games,"['文字', '冒险']",https://www.vgtime.com/game/1081.jhtml,https://img01.vgtime.com/photo/web/150426163549367.jpg
初音未来:歌姬计划 F 2nd,Hatsune Miku: Project DIVA F 2nd,8.6,218,"['PSV', 'PS3']",2014-03-27,['音乐'],SEGA,['音乐'],https://www.vgtime.com/game/1110.jhtml,https://img01.vgtime.com/photo/web/150429203123987.jpg
魔法少女大战 战祓,魔法少女大戦ZANBATSU,-1.0,-1,['PSV'],2014-03-27,['动作'],Galat Games,['动作'],https://www.vgtime.com/game/1240.jhtml,https://img01.vgtime.com/photo/web/151016174314942.jpg
新爱相随,NEWラブプラス＋,8.3,84,['3DS'],2014-03-27,"['模拟', '育成']",Konami,"['模拟', '育成']",https://www.vgtime.com/game/1993.jhtml,https://img01.vgtime.com/photo/web/150426011516492.jpg
就算要我努力工作 乙HD,俺に働けって言われても 乙 HD,-1.0,-1,['PSV'],2014-03-26,['模拟'],e-Smile,['模拟'],https://www.vgtime.com/game/1335.jhtml,https://img01.vgtime.com/photo/web/151020151522869.jpg
麦登橄榄球13,Madden NFL 13,-1.0,-1,"['Wii', 'WiiU', 'X360', 'PSV', 'PS3']",2012-11-18,['体育'],HB Studios,['体育'],https://www.vgtime.com/game/1234.jhtml,
旋转章鱼的HD冒险,The HD adventures of Rotating Octopus Character,-1.0,-1,['PSV'],2013-08-27,['动作'],Dakko Dakko,['动作'],https://www.vgtime.com/game/1569.jhtml,https://img01.vgtime.com/photo/web/151022142825321.jpg
云神拯救朝圣者,Floating Cloud God Saves the Pilgrims in HD!,-1.0,-1,['PSV'],2013-08-27,['动作'],Dakko Dakko,['动作'],https://www.vgtime.com/game/1043.jhtml,https://img01.vgtime.com/photo/web/151014141403875.jpg
口袋世界,Pocket RPG,-1.0,-1,['PSV'],2011-07-14,['角色扮演'],Crescent Moon Games,['角色扮演'],https://www.vgtime.com/game/1360.jhtml,https://img01.vgtime.com/photo/web/151020155631603.jpg
猴子莫弗,Monkey Mofo,-1.0,-1,['PC'],2014-02-05,['益智'],Lucky Red Fish,['益智'],https://www.vgtime.com/game/1274.jhtml,https://img01.vgtime.com/photo/web/151019143108154.png
突变之波：豪华版,Surge Deluxe,-1.0,-1,['PSV'],2014-02-04,['益智'],FuturLab,['益智'],https://www.vgtime.com/game/1539.jhtml,https://img01.vgtime.com/photo/web/150421231857180.png
神鬼寓言 周年纪念版,Fable Anniversary,8.2,47,['X360'],2014-02-04,['角色扮演'],Microsoft,['角色扮演'],https://www.vgtime.com/game/1936.jhtml,https://img01.vgtime.com/game/cover/2018/02/27/180227115047427.jpg
大战略Perfect ～战场的霸者～,大戦略パーフェクト ～戦場の覇者～,-1.0,-1,"['PSV', 'PS3']",2014-02-06,['模拟'],System Alpha,['模拟'],https://www.vgtime.com/game/3467.jhtml,https://img01.vgtime.com/photo/web/151204121312676.jpg
珀西的困境,Percy's Predicament,-1.0,-1,['WiiU'],2014-02-06,"['动作', '平台']",Maestro Interactive,"['动作', '平台']",https://www.vgtime.com/game/763.jhtml,https://img01.vgtime.com/photo/web/1510091721407976.jpg
超级女英雄战记,Super Heroine Chronicle,-1.0,-1,"['PSV', 'PS3']",2014-02-06,"['策略', '角色扮演']",BANPRESTO,"['策略', '角色扮演']",https://www.vgtime.com/game/1530.jhtml,https://img01.vgtime.com/photo/web/150421152210665.jpg
伊森 陨石猎人,Ethan: Meteor Hunter,-1.0,-1,"['PSV', 'PS3']",2014-02-07,['平台'],Seaven Studio,['平台'],https://www.vgtime.com/game/1015.jhtml,https://img01.vgtime.com/photo/web/151014115618317.jpg
海盗防御,Fort Defense,-1.0,-1,"['PC', 'PSV']",2014-02-11,['策略'],8 Floor Games,['策略'],https://www.vgtime.com/game/1052.jhtml,https://img01.vgtime.com/photo/web/151014151556650.png
TxK,TxK,-1.0,-1,['PSV'],2014-02-11,['射击'],Llamasoft,['射击'],https://www.vgtime.com/game/1615.jhtml,
机甲战场,HAWKEN,-1.0,-1,['PC'],2014-02-15,"['科幻', '主视角', '射击']",Reloaded Games,"['科幻', '主视角', '射击']",https://www.vgtime.com/game/3351.jhtml,https://img01.vgtime.com/photo/web/151118135857658.png
大金刚 热带寒流,Donkey Kong Country: Tropical Freeze,8.8,95,"['WiiU', 'Switch']",2014-02-13,"['动作', '平台']",Retro Studios,"['动作', '平台']",https://www.vgtime.com/game/709.jhtml,https://img01.vgtime.com/photo/web/150428103418387.jpg
出击飞龙,Strider,7.2,53,"['PC', 'X360', 'XBone', 'PS3', 'PS4']",2014-02-18,"['动作', '平台', '冒险']",Double Helix Games,"['动作', '平台', '冒险']",https://www.vgtime.com/game/331.jhtml,https://img01.vgtime.com/photo/web/150425142138817.jpg
